systemNumber,objectType,title,maker,year,place,materials,techniques,styles
O175777,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175776,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175775,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175773,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175772,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175770,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175806,Photograph,"Photograph of Teresa Furtado as Esmeralda in <i>Esmeralda</i> at the Adelphi Theatre, 1871, Guy Little Collection.",,1850.0,London,['photographic paper'],['photography'],[]
O175768,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175767,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175766,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175764,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175763,Photograph,"Photograph of Teresa Furtado of Teresa Furtado as Robin in <i>The Lion and the Unicorn</i> at Her Majesty's Theatre, 1864, Guy Little Collection.","Millais, John Everett (Sir)",1864.0,London,['photographic paper'],['photography'],[]
O175762,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175760,Photograph,"Photograph of Teresa Furtado of Teresa Furtado as Robin in <i>The Lion and the Unicorn</i> at Her Majesty's Theatre, 1864, Guy Little Collection.","Millais, John Everett (Sir)",1864.0,London,['photographic paper'],['photography'],[]
O175757,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.","Haes, Frank",1850.0,Great Britain,['photographic paper'],['photography'],[]
O175756,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175753,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",McLean & Haes,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175751,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175749,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175748,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.","King, Horatio Nelson",1850.0,London,['photographic paper'],['photography'],[]
O175746,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175745,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175744,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175743,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175740,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175738,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175732,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175731,Photograph,"Photograph of Teresa Furtado and Mr Edgar in <i>A Chain of Crime</i>, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175730,Photograph,"Photograph of Teresa Furtado in male attire, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175729,Photograph,"Photograph of Teresa Furtado in <i>A Chain of Crime</i>, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175728,Photograph,"Photograph of Teresa Furtado in male attire, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175726,Photograph,"Photograph of Teresa Furtado as Esmeralda in <i>Notre Dame; or, The Gipsy Girl of Paris</i> at the Adelphi Theatre, 1871, Guy Little Collection.",,1871.0,London,['photographic paper'],['photography'],[]
O175724,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175722,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175721,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175719,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.","Beau, Adolphe",1850.0,Great Britain,['photographic paper'],['photography'],[]
O175717,Photograph,"Photograph of Teresa Furtado as Esmeralda in <i>Notre Dame; or, The Gipsy Girl of Paris</i> at the Adelphi Theatre, 1871, Guy Little Collection.",,1871.0,London,['photographic paper'],['photography'],[]
O175778,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175716,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175714,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.","Beau, Adolphe",1867.0,Great Britain,['photographic paper'],['photography'],[]
O175713,Photograph,"Photograph of Teresa Furtado as Esmeralda in <i>Notre Dame; or, The Gipsy Girl of Paris</i> at the Adelphi Theatre, 1871, Guy Little Collection.",,1871.0,London,['photographic paper'],['photography'],[]
O175708,Photograph,"Photograph of Teresa Furtado possibly as Helen in <i>Helen; or, Taken From The Greek</i> at the Adelphi Theatre, June 1866, Guy Little Collection.","Beau, Adolphe",1866.0,London,['photographic paper'],['photography'],[]
O175707,Photograph,"Photograph of Teresa Furtado as Helen in <i>Helen; or, Taken From The Greek</i> at the Adelphi Theatre, June 1866, Guy Little Collection.","Beau, Adolphe",1866.0,London,['photographic paper'],['photography'],[]
O175705,Photograph,"Photograph of Teresa Furtado possibly as Helen in <i>Helen; or, Taken From The Greek</i> at the Adelphi Theatre, June 1866, Guy Little Collection.","Beau, Adolphe",1866.0,London,['photographic paper'],['photography'],[]
O175703,Photograph,"Photograph of Teresa Furtado as Helen and John Lawrence Toole as Menelaus in <i>Helen; or, Taken From The Greek</i> at the Adelphi Theatre, June 1866, Guy Little Collection.","Beau, Adolphe",1866.0,London,['photographic paper'],['photography'],[]
O175702,Photograph,"Photograph of Teresa Furtado as Helen in <i>Helen; or, Taken From The Greek</i> at the Adelphi Theatre, June 1866, Guy Little Collection.","Beau, Adolphe",1866.0,London,['photographic paper'],['photography'],[]
O175700,Photograph,"Photograph of Teresa Furtado as Helen and John Lawrence Toole as Menelaus in <i>Helen; or, Taken From The Greek</i> at the Adelphi Theatre, June 1866, Guy Little Collection.","Beau, Adolphe",1866.0,London,['photographic paper'],['photography'],[]
O175698,Photograph,"Photograph of Teresa Furtado as Helen in <i>Helen; or, Taken From The Greek</i> at the Adelphi Theatre, June 1866, Guy Little Collection.","Beau, Adolphe",1866.0,London,['photographic paper'],['photography'],[]
O175697,Photograph,"Photograph of Teresa Furtado as Helen in <i>Helen; or, Taken From The Greek</i> at the Adelphi Theatre, June 1866, Guy Little Collection.","Beau, Adolphe",1866.0,London,['photographic paper'],['photography'],[]
O175696,Photograph,"Photograph of Teresa Furtado as Helen in <i>Helen; or, Taken From The Greek</i> at the Adelphi Theatre, June 1866, Guy Little Collection.","Beau, Adolphe",1866.0,London,['photographic paper'],['photography'],[]
O175694,Photograph,"Photograph of Teresa Furtado as Helen and John Lawrence Toole as Menelaus in <i>Helen; or, Taken From The Greek</i> at the Adelphi Theatre, June 1866, Guy Little Collection.","Beau, Adolphe",1866.0,London,['photographic paper'],['photography'],[]
O175691,Photograph,"Photograph of Teresa Furtado as Helen in <i>Helen; or, Taken From The Greek</i> at the Adelphi Theatre, June 1866, Guy Little Collection.","Beau, Adolphe",1866.0,London,['photographic paper'],['photography'],[]
O175689,Photograph,"Photograph of Teresa Furtado as Helen and John Lawrence Toole as Menelaus in <i>Helen; or, Taken From The Greek</i> at the Adelphi Theatre, June 1866, Guy Little Collection.","Beau, Adolphe",1866.0,London,['photographic paper'],['photography'],[]
O175687,Photograph,"Photograph of Teresa Furtado as Helen and John Lawrence Toole as Menelaus in <i>Helen; or, Taken From The Greek</i> at the Adelphi Theatre, ca. 1863-1866, Guy Little Collection.","Beau, Adolphe",1862.0,London,['photographic paper'],['photography'],[]
O175686,Photograph,"Photograph of Teresa Furtado as Helen in <i>Helen; or, Taken From The Greek</i> at the Adelphi Theatre, June 1866, Guy Little Collection.","Beau, Adolphe",1866.0,London,['photographic paper'],['photography'],[]
O175684,Photograph,"Photograph of Teresa Furtado as Helen and John Lawrence Toole as Menelaus in <i>Helen; or, Taken From The Greek</i> at the Adelphi Theatre, June 1866, Guy Little Collection.","Beau, Adolphe",1866.0,London,['photographic paper'],['photography'],[]
O175682,Photograph,"Photograph of Teresa Furtado as Helen and John Lawrence Toole as Menelaus in <i>Helen; or, Taken From The Greek</i> at the Adelphi Theatre, 30th June 1866, Guy Little Collection.","Beau, Adolphe",1866.0,London,['photographic paper'],['photography'],[]
O175680,Photograph,"Photograph of Teresa Furtado as Helen in <i>Helen; or, Taken From The Greek</i> at the Adelphi Theatre, June 1866, Guy Little Collection.","Beau, Adolphe",1866.0,London,['photographic paper'],['photography'],[]
O175677,Photograph,"Photograph of Teresa Furtado as Helen and John Lawrence Toole as Menelaus in <i>Helen; or, Taken From The Greek</i> at the Adelphi Theatre, June 1866, Guy Little Collection.","Beau, Adolphe",1866.0,London,['photographic paper'],['photography'],[]
O175672,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175670,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175668,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175667,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175548,Photograph,"Photograph of Teresa Furtado possibly in <i>La Belle Helène</i>, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175547,Photograph,"Photograph of John Lawrence Toole and Teresa Furtado in <i>Crying Jenny and Laughing Johnny</i>, 19th c. Guy Little Collection.","Beau, Adolphe",1850.0,Great Britain,['photographic paper'],['photography'],[]
O175545,Photograph,"Photograph of Teresa Furtado possibly in <i>La Belle Helène</i>, 19th c. Guy Little Collection.","Beau, Adolphe",1850.0,Great Britain,['photographic paper'],['photography'],[]
O175543,Photograph,"Photograph of Teresa Furtado in <i>Crying Jenny and Laughing Johnny</i>, 19th c. Guy Little Collection.","Beau, Adolphe",1850.0,Great Britain,['photographic paper'],['photography'],[]
O175541,Photograph,"Photograph of Teresa Furtado possibly in <i>La Belle Helène</i>, 19th c. Guy Little Collection.","Beau, Adolphe",1850.0,Great Britain,['photographic paper'],['photography'],[]
O175537,Photograph,"Photograph of John Lawrence Toole and Teresa Furtado in <i>Crying Jenny and Laughing Johnny</i>, 19th c. Guy Little Collection.","Beau, Adolphe",1850.0,Great Britain,['photographic paper'],['photography'],[]
O175536,Photograph,"Photograph of Teresa Furtado in <i>Crying Jenny and Laughing Johnny</i>, 19th c. Guy Little Collection.","Beau, Adolphe",1850.0,Great Britain,['photographic paper'],['photography'],[]
O175534,Photograph,"Photograph of John Lawrence Toole and Teresa Furtado in <i>Crying Jenny and Laughing Johnny</i>, 19th c. Guy Little Collection.","Beau, Adolphe",1850.0,Great Britain,['photographic paper'],['photography'],[]
O175530,Photograph,"Photograph of Johnny Clarke, 19th c. Guy Little Collection.","King, Horatio Nelson",1850.0,Great Britain,['photographic paper'],['photography'],[]
O175528,Photograph,"Photograph of Johnny Clarke, 19th c. Guy Little Collection.","King, Horatio Nelson",1850.0,Great Britain,['photographic paper'],['photography'],[]
O175526,Photograph,"Photograph of Johnny Clarke, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175524,Photograph,"Photograph of Johnny Clarke, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175523,Photograph,"Photograph of Johnny Clarke, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175522,Photograph,"Photograph of Johnny Clarke, 19th c. Guy Little Collection.","King, Horatio Nelson",1850.0,Great Britain,['photographic paper'],['photography'],[]
O175521,Photograph,"Photograph of Johnny Clarke, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175520,Photograph,"Photograph of Johnny Clarke, 19th c. Guy Little Collection.","King, Horatio Nelson",1850.0,Great Britain,['photographic paper'],['photography'],[]
O175517,Photograph,"Photograph of Johnny Clarke in <i>The Corsican Brothers, or The Troublesome Twins</i> at the Globe Theatre, 17th May 1869, Guy Little Collection.",,1869.0,London,['photographic paper'],['photography'],[]
O175514,Photograph,"Photograph of Johnny Clarke as Richard III, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
